Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout
arxiv_2023_runrhac0lib_BUDDY_hyperg3rgkwnh,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperb2il0qwk,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperbfmkkm4y,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hypern4h5u9d1,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hypereyemwjd2,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper6iie6eh4,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hyper689sf3dc,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperf2l49xhl,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperwyahbjbl,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,512,0.0001,3,0.5,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperyn80sm5s,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperdlg7f2ts,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperxxf7078u,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperz3xbe2cs,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper6049zujh,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hypero48liwt9,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hyper6jgp8i0u,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,64.74,512,1024,0.01,2,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper0o52hhhn,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,2,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper82gf4272,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,2,0.5,0.5
arxiv_2023_runrhac0lib_BUDDY_hyper16xruhh0,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperyermbs2x,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper2fthjmp2,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperwm9z650z,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hypergeombeng,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperxxbylvft,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperxjtv0tgu,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hypersnb4ppz8,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperx65l581h,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.01,3,0.5,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperijowcun5,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperykwmlucq,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperinfi70d9,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperliatu23u,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper2p6k5c94,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperwfi4s0di,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hyper76zn3mlj,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hypervzdf9s52,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperkqwl40gn,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,2,0.5,0.5
arxiv_2023_runrhac0lib_BUDDY_hyper7hd4q4vh,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hypersve90t55,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperqn237t7b,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hyper9s6l1ej2,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper1eboj4d7,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper2nqct6gx,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hypert5336nuz,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper4q9aw9ss,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper9fklbz22,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.001,3,0.5,0.5
arxiv_2023_runrhac0lib_BUDDY_hypervb5bf7qr,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperfj9t0kkl,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hypery8uyopv3,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperoarvcbns,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperxtxz8f9o,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperilmhte4a,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperfllur1g4,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper8iwtuxje,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper28ro7gv8,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,2,0.5,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperr3kvjofu,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.1,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper7ujx8hl9,9.68,23.78,31.09,41.53,52.55,57.18,15.81,9.68,23.78,31.09,41.53,52.55,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.1,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperm13q2wxn,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.1,0.5
arxiv_2023_runrhac0lib_BUDDY_hypera0jwybhn,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.3,0.1
arxiv_2023_runrhac0lib_BUDDY_hyper1ye4pzyp,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.3,0.3
arxiv_2023_runrhac0lib_BUDDY_hyperg09vwebt,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.3,0.5
arxiv_2023_runrhac0lib_BUDDY_hyperf05eteea,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.5,0.1
arxiv_2023_runrhac0lib_BUDDY_hyperg7dndo7o,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.5,0.3
arxiv_2023_runrhac0lib_BUDDY_hyper0q47mmzp,9.68,23.78,33.3,45.75,52.39,57.18,15.81,9.68,23.78,33.3,45.75,52.39,57.18,85.22,88.22,77.51,512,1024,0.0001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperojpq6h2p,13.33,19.61,29.9,38.81,49.72,56.46,17.8,13.33,19.61,29.9,38.81,49.72,56.46,83.06,86.57,53.71,128,512,0.01,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypervvg4uzpy,13.33,17.91,35.77,38.81,50.03,56.72,17.8,13.33,17.91,35.77,38.81,50.03,56.72,83.06,86.57,53.71,128,512,0.01,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperfiqhv8xa,13.33,17.91,35.77,38.81,50.03,58.78,17.8,13.33,17.91,35.77,38.81,50.03,58.78,84.41,87.78,52.96,128,512,0.01,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper44ggqt2m,13.33,17.91,33.3,38.81,50.03,58.78,17.8,13.33,17.91,33.3,38.81,50.03,58.78,84.41,87.78,63.69,128,512,0.01,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypernh29fekd,13.33,17.91,33.3,42.51,50.03,58.78,20.61,13.33,17.91,33.3,42.51,50.03,58.78,84.41,87.78,63.3,128,512,0.01,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper5xln9yud,13.33,17.91,33.3,42.51,50.03,58.78,20.61,13.33,17.91,33.3,42.51,50.03,58.78,84.41,87.78,63.3,128,512,0.01,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper2tph7ygk,15.7,23.06,33.3,43.18,50.03,58.78,20.61,15.7,23.06,33.3,43.18,50.03,58.78,84.41,87.78,60.04,128,512,0.01,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper5k7aybyq,15.7,23.06,33.3,43.18,50.03,58.78,20.61,15.7,23.06,33.3,43.18,50.03,58.78,84.41,87.78,60.04,128,512,0.01,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperwlmpb5io,15.7,23.06,33.3,43.18,50.03,58.78,20.61,15.7,23.06,33.3,43.18,50.03,58.78,84.41,87.78,60.04,128,512,0.01,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperfqroow7p,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.41,87.78,60.04,128,512,0.01,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperknvy2ell,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,60.04,128,512,0.01,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper2ms2dgov,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,60.04,128,512,0.01,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperv347ppmb,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,60.04,128,512,0.01,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperd6heh47s,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,60.04,128,512,0.01,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper0v84k8x9,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,60.04,128,512,0.01,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypermsxotrsm,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,78.33,128,512,0.01,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperi8ex3ei2,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,78.33,128,512,0.01,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperg1cqtcum,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,78.33,128,512,0.01,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperqyzo8w7d,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,78.33,128,512,0.001,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper3kq0oss8,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,78.33,128,512,0.001,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperbj5c6ba0,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,78.33,128,512,0.001,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperaw8leo4k,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,77.69,128,512,0.001,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperwyuc8fmx,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,77.69,128,512,0.001,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypertmqid6cv,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,77.69,128,512,0.001,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperufzag5p2,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,77.69,128,512,0.001,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypercwge0imy,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,77.69,128,512,0.001,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperzqyv9xor,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.66,87.78,77.69,128,512,0.001,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperzqbaoc3r,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.89,87.78,77.69,128,512,0.001,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperj01u2ggt,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.89,87.78,77.69,128,512,0.001,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperq46sjzhf,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.89,87.78,77.69,128,512,0.001,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperf5p2abf1,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.89,87.78,77.69,128,512,0.001,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypersfhdnzvz,4.37,23.06,33.3,43.18,49.92,58.78,20.61,4.37,23.06,33.3,43.18,49.92,58.78,84.89,87.78,77.69,128,512,0.001,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypert7gectc7,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.001,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper1zrz71qk,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.001,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypergj7alqf2,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.001,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperqyorx4j2,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperiztgai5j,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper6eez9zgk,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypermyzetg7x,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperelw1idcd,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper0uig0dp2,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypera5epwr2h,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper1pa4nt6j,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper6ksv02af,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperk44dd9e0,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper3irpqe77,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperg16cudmn,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperu8crprvz,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypergfwt9j4u,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperocv2w7o4,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperhh9xufu3,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypern27lh55h,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperohfi4jg9,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperxrkfuexw,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,512,0.0001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypert3ap0k02,4.37,23.06,33.3,43.18,50.69,58.78,20.61,4.37,23.06,33.3,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypero4l0gryk,4.37,23.06,35.25,43.18,50.69,58.78,22.62,4.37,23.06,35.25,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.1,0.3
