Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout
arxiv_2023_runn8os0vw5_BUDDY_hyperrft64kta,4.37,23.06,35.25,43.18,50.69,58.78,22.62,4.37,23.06,35.25,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperk9a9la0i,20.43,23.06,35.25,43.18,50.69,58.78,22.62,20.43,23.06,35.25,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper25pzh5ps,20.43,23.06,35.25,43.18,50.69,58.78,22.62,20.43,23.06,35.25,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper4mytb0be,20.43,23.06,35.25,43.18,50.69,58.78,22.62,20.43,23.06,35.25,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypers5zqyuj9,20.43,23.06,35.25,43.18,50.69,58.78,20.41,20.43,23.06,35.25,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper6va9obsk,20.43,23.06,32.01,43.18,50.69,58.78,20.41,20.43,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypers573ajnz,20.43,23.06,32.01,43.18,50.69,58.78,20.41,20.43,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperjb7q0fjv,20.43,23.06,32.01,43.18,50.69,58.78,20.41,20.43,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperpi7156x4,20.43,23.06,32.01,43.18,50.69,58.78,20.41,20.43,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperw7ncsh9v,20.43,23.06,32.01,43.18,50.69,58.78,20.41,20.43,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperxgi9302j,9.26,23.06,32.01,43.18,50.69,58.78,15.37,9.26,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperu1xjjakf,9.26,23.06,32.01,43.18,50.69,58.78,15.37,9.26,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperwbl7d3x8,9.26,23.06,32.01,43.18,50.69,58.78,15.37,9.26,23.06,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper40pxfpsf,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper21r26kcw,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper69c381fo,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.01,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypereu34f97d,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper4o98vm7y,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper0efkzd8c,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypernu56tjh4,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperynwtr9s0,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperjygdynhf,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper1td0qav1,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypervoia6zmh,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperfg47v26j,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper8ztj2n6i,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperh1903wg2,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper57tnd581,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,77.69,128,1024,0.001,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper354zcpjp,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,62.69,128,1024,0.001,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperhe1bensh,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,62.69,128,1024,0.001,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperlkxoseme,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,62.69,128,1024,0.001,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperu3oun1wa,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.001,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperw9rjxuz3,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.001,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper41vf4o2h,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperfh6gji8x,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper7urglr8a,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperxbqj4lw4,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperwb5u5fse,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper9bq6t3u7,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypervfb8jt47,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperr1eyp3g2,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypere4xrc2z5,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper3lrk8kx0,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper2yc1mfcs,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperz6crpx3x,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperdn818fmx,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper9cegp3j3,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypera7b9lx9f,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypercv989pzb,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperu3w3g61f,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper24npdsfv,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperqt2flcuo,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,84.89,87.78,69.53,128,1024,0.0001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper84inzsgk,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.27,87.78,69.53,256,512,0.01,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper0d1ldokm,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.27,87.78,69.53,256,512,0.01,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper40mmyp3p,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.27,87.78,69.53,256,512,0.01,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypery7iy7kh8,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.27,87.78,69.53,256,512,0.01,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperbkoffli3,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.27,87.78,69.53,256,512,0.01,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper0vgc3cnn,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.27,87.78,69.53,256,512,0.01,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperw3bdqjgi,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.04,87.78,69.53,256,512,0.01,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper14g3u6r1,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.04,87.78,69.53,256,512,0.01,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypern3kktwy2,16.42,22.03,32.01,43.18,50.69,58.78,20.67,16.42,22.03,32.01,43.18,50.69,58.78,85.04,87.78,69.53,256,512,0.01,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper8fcss7mw,16.42,22.03,32.01,43.18,50.59,58.78,20.67,16.42,22.03,32.01,43.18,50.59,58.78,85.04,87.78,69.53,256,512,0.01,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperr2jt9r1i,16.42,22.03,32.01,43.18,50.59,58.78,20.67,16.42,22.03,32.01,43.18,50.59,58.78,85.04,87.78,69.53,256,512,0.01,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperry4cq0uy,16.42,22.03,32.01,43.18,50.59,58.78,20.67,16.42,22.03,32.01,43.18,50.59,58.78,85.04,87.78,69.53,256,512,0.01,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper16912k8z,16.42,22.03,32.01,43.18,50.59,58.78,20.67,16.42,22.03,32.01,43.18,50.59,58.78,85.04,87.78,69.53,256,512,0.01,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper9eml42yj,16.42,22.03,32.01,43.18,50.59,58.78,20.67,16.42,22.03,32.01,43.18,50.59,58.78,85.04,87.78,69.53,256,512,0.01,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypercqg08m0x,16.42,22.03,32.01,43.18,50.59,58.78,20.67,16.42,22.03,32.01,43.18,50.59,58.78,85.04,87.78,69.53,256,512,0.01,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperz3da1cmp,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.01,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperbvjt6soi,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.01,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperucu5gmbk,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.01,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperlqgcgglw,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper6neuxsxy,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypervp10qq2g,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperc7xnjqzk,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperuyahcfcd,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperjokdfb62,16.42,22.03,32.01,43.18,49.92,56.92,20.67,16.42,22.03,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypercf8g0prf,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,69.53,256,512,0.001,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperbjhyw5fq,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,78.33,256,512,0.001,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperck43jqxs,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,78.33,256,512,0.001,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper49ht3wo6,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,78.33,256,512,0.001,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperltmme5ps,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperod2w3dnb,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper4bxey968,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypermsc0gml8,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper3ildwjmk,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperhmvxh89h,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperuxzsfcom,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperxi851lo8,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper5qhf8jds,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper2nhhguqf,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperfymh8nbf,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperfmkp5ccg,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperntgj62af,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper66k8gc7y,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypersauz23b9,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperq3v1xxlq,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper14wejhsc,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperm3l214ls,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper48k7922v,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperngdutkg9,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hypere19kuprk,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypernmvqat6y,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyper1toz30lf,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperm451ka2g,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperlyhdifqv,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperg5c0p9ay,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,512,0.0001,3,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperm1s0ppbq,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyper1zrpahw4,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypertpxo53lw,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper0arzfqut,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.3,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypero7bbk9kt,17.24,23.31,32.01,43.18,49.92,56.92,21.57,17.24,23.31,32.01,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.3,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperdtm3a6f5,17.24,23.31,34.69,43.18,49.92,56.92,21.57,17.24,23.31,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.3,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyperd7351c01,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.5,0.1
arxiv_2023_runn8os0vw5_BUDDY_hyperquncon3u,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.5,0.3
arxiv_2023_runn8os0vw5_BUDDY_hyperh1tn3y9j,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,2,0.5,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper1gb8gsgj,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,3,0.1,0.1
arxiv_2023_runn8os0vw5_BUDDY_hypern78txcuq,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,3,0.1,0.3
arxiv_2023_runn8os0vw5_BUDDY_hypergywbrj5c,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,3,0.1,0.5
arxiv_2023_runn8os0vw5_BUDDY_hyper4etgzije,17.6,24.91,34.69,43.18,49.92,56.92,22.65,17.6,24.91,34.69,43.18,49.92,56.92,85.04,87.78,58.7,256,1024,0.01,3,0.3,0.1
