Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,gnndp,xdp,tdp,gnnedp,predp,preedp,gnnlr,prelr,hiddim,batch_size
arxiv_2023_runeojwwdl2_NCN_hypermrj5wf7r,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.0001,0.0001,64,512
arxiv_2023_runeojwwdl2_NCN_hyperq23txjcn,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.001,0.001,64,1024
arxiv_2023_runeojwwdl2_NCN_hyperm5ugd8qs,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.001,0.0001,64,1024
arxiv_2023_runeojwwdl2_NCN_hyperdt7kgyp8,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.0001,0.001,64,1024
arxiv_2023_runeojwwdl2_NCN_hypercs1gxybi,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.0001,0.0001,64,1024
arxiv_2023_runeojwwdl2_NCN_hyperuvkuz8as,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.001,0.001,64,2048
arxiv_2023_runeojwwdl2_NCN_hyper6to2mbbc,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.001,0.0001,64,2048
arxiv_2023_runeojwwdl2_NCN_hyperwy7bq6w2,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.0001,0.001,64,2048
arxiv_2023_runeojwwdl2_NCN_hyperjjpdv3wd,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.64,0.0,0.0,0.2,0.0,0.0,0.4,0.0001,0.0001,64,2048
arxiv_2023_runeojwwdl2_NCN_hyperqeefyrv6,13.31,53.05,63.83,78.19,87.69,94.08,29.04,13.31,53.05,63.83,78.19,87.69,94.08,98.37,98.11,93.79,0.0,0.0,0.2,0.0,0.05,0.0,0.001,0.001,64,256
