Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,probscale,pt,proboffset,batch_size
arxiv_2023_runmomls2l9_NCNC_hyperk5dh7ifu,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.5,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyper52gokrn1,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.75,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyper28anqvzd,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper05riwfnu,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperbrdesamj,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper8623nekd,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperhr2oq6mh,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper232w98rk,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.0,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyper487mvqeq,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.1,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperj4sau6ml,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.3,5.0,256
arxiv_2023_runmomls2l9_NCNC_hypery1aftuod,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.5,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyper1izo6mp1,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.75,5.0,256
arxiv_2023_runmomls2l9_NCNC_hypertskplk11,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypero8i38ui0,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperrkzhqcog,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper9rqksoin,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypervfuy8alz,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,0.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper3f8tjeci,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperh0ydowil,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperleuwh93m,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper0zjaf7ly,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperywcqheh8,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypere35c1zn1,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.0,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyper36paxmgt,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.1,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperrfdpf29g,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.3,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperz6452o4u,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.5,1.0,256
arxiv_2023_runmomls2l9_NCNC_hypermqtgv6vg,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.75,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperb0g2trwi,86.97,95.54,97.52,97.52,98.88,99.39,89.43,86.97,95.54,97.52,97.52,98.88,99.39,99.78,99.83,97.62,4.3,0.0,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyper2dkrdm9v,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.1,2.0,256
arxiv_2023_runmomls2l9_NCNC_hypere25su800,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.3,2.0,256
arxiv_2023_runmomls2l9_NCNC_hypereutflofd,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.5,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperiiyhfjqm,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.75,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperl11dvhs3,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.0,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperppa7zcv5,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.1,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperyo54xi2a,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.3,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyper2sb2k8uk,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.5,2.8,256
arxiv_2023_runmomls2l9_NCNC_hypersmz4wea3,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.75,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyper0k6fwnr6,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.0,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper4vsigst1,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.1,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper43cjze68,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.3,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper79ndyf6j,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.5,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper3ea8de89,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.75,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperbu22ct1a,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.0,4.0,256
arxiv_2023_runmomls2l9_NCNC_hypereoaif0km,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.1,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperh1xkwlic,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.3,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperph2lu77i,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.5,4.0,256
arxiv_2023_runmomls2l9_NCNC_hypervwfw9idx,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.75,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperjmcp0oix,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperzk327ipr,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypere9v96tea,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper95bjywyr,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperc019ghbm,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypermkavfkwm,86.97,95.54,97.52,97.52,98.88,99.09,89.43,86.97,95.54,97.52,97.52,98.88,99.09,99.78,99.83,97.62,4.3,0.0,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperyggd11nn,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.1,5.0,256
arxiv_2023_runmomls2l9_NCNC_hypert09tjybo,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.3,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperoi3bgvnt,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.5,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperc8p6il1f,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.75,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyper6s2ef5bo,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper0mc64hv1,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperhwayicof,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperz22jc3hv,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperec5omzmp,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,4.3,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper1loe37gz,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper1ffdq3p4,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypera8ogft3v,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypergn87y8xf,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperm1um5kl4,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperoa2lk4mq,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperz1e0z5zq,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,1.0,256
arxiv_2023_runmomls2l9_NCNC_hypergmfyujwy,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperhb6zfx4g,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyper5ni6ix8h,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,1.0,256
arxiv_2023_runmomls2l9_NCNC_hypert26gxwex,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,2.0,256
arxiv_2023_runmomls2l9_NCNC_hypercgtiofgl,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperl8dqulxb,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperzrnth7ab,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperfm160e2v,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperz0kroggf,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperrug4gp1r,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,2.8,256
arxiv_2023_runmomls2l9_NCNC_hypervfl7k8st,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperwr1769qo,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyper61kj7du1,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperqdxgih0z,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper82pmknz4,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper5fwew6zs,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperntb5iryy,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,3.0,256
arxiv_2023_runmomls2l9_NCNC_hypersyzho044,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper8zuqw251,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,4.0,256
arxiv_2023_runmomls2l9_NCNC_hypermcnfyq10,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperqbxz8ifg,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyper8tgpkigd,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperpcjog3la,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,4.0,256
arxiv_2023_runmomls2l9_NCNC_hypers0nkdybq,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperlw6hdyda,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypertc51nzql,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypereio7hokv,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypervpfubtko,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperd4vbm4dw,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperdva9eh24,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperdujw24ow,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperv57nh7tk,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyper59ke096n,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,5.0,256
arxiv_2023_runmomls2l9_NCNC_hypermosy3t91,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper7kocqil8,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperuu38kkbh,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperlren34c1,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperww7g29ir,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperzmc7cn7d,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper7aarvimh,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperng28g1oj,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper2vkm2vmc,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper4mkc6g4v,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper1svpc9hn,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyper8u0gtzsi,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperw517gjpn,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperrquqx1ay,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,1.0,256
arxiv_2023_runmomls2l9_NCNC_hypergpskejgq,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,1.0,256
arxiv_2023_runmomls2l9_NCNC_hypercerfyu08,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperyfqknef3,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperio0ytzsp,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyper2nexhb5b,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,2.0,256
arxiv_2023_runmomls2l9_NCNC_hypersb77mey9,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyper3fliqsex,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyper4989o5ir,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperp4i2ivyw,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperdaapdb9q,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,2.8,256
