Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,mlp_num_layers,f_node_dim,f_edge_dim,dropout,batch_size,lr
arxiv_2023_runnn6comdh_NeoGNN_hyperqbwa7kxk,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,2,128,8,0.3,512,0.01
arxiv_2023_runnn6comdh_NeoGNN_hyperxfyyzxrl,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,2,128,8,0.3,512,0.001
arxiv_2023_runnn6comdh_NeoGNN_hyperp7giygn8,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,2,128,8,0.3,512,0.0001
arxiv_2023_runnn6comdh_NeoGNN_hyper8l58oqm2,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,2,128,8,0.3,1024,0.01
arxiv_2023_runnn6comdh_NeoGNN_hyper7onmnx8k,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,2,128,8,0.3,1024,0.001
arxiv_2023_runnn6comdh_NeoGNN_hyperdn3853x7,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,2,128,8,0.3,1024,0.0001
arxiv_2023_runnn6comdh_NeoGNN_hyperhjn8nwap,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,3,128,8,0.0,256,0.01
arxiv_2023_runnn6comdh_NeoGNN_hyperokoaxk6d,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,3,128,8,0.0,256,0.001
arxiv_2023_runnn6comdh_NeoGNN_hyper4luolh7c,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,3,128,8,0.0,256,0.0001
arxiv_2023_runnn6comdh_NeoGNN_hyperkkgkgeog,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,3,128,8,0.0,512,0.01
arxiv_2023_runnn6comdh_NeoGNN_hyperdv2qcm02,41.59,58.62,67.52,70.41,74.47,78.54,43.78,41.59,58.62,67.52,69.69,72.52,78.54,90.39,93.13,85.26,256,3,3,128,8,0.0,512,0.001
Best,41.59,60.89,67.52,70.51,74.83,78.54,49.87,41.59,60.89,67.52,70.51,74.83,78.54,90.39,93.13,85.26,256,3,3,128,8,0.3,1024,0.01
