Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,mlp_num_layers,f_node_dim,f_edge_dim,dropout,batch_size,lr
pwc_small_run6crcuvmb_NeoGNN_hyperphtysfdf,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.1,512,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperirrwah87,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.1,1024,0.01
pwc_small_run6crcuvmb_NeoGNN_hyper2jvzfk4t,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.1,1024,0.001
pwc_small_run6crcuvmb_NeoGNN_hyper21w2gd53,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.1,1024,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperh4izylrl,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,256,0.01
pwc_small_run6crcuvmb_NeoGNN_hypervrv90c9g,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,256,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperg56aipm0,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,256,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperz7lpa21v,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,512,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperv7lofyb4,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,512,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperwpu7ckv0,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,512,0.0001
pwc_small_run6crcuvmb_NeoGNN_hypere18eikyi,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,1024,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperlhoyp3sj,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,1024,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperj7fzq3vi,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,2,2,128,8,0.3,1024,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperalfpci99,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,256,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperaawc71ov,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,256,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperjhjhxh0z,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,256,0.0001
pwc_small_run6crcuvmb_NeoGNN_hypertqw3s1iz,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,512,0.01
pwc_small_run6crcuvmb_NeoGNN_hypertp7piexi,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,512,0.001
pwc_small_run6crcuvmb_NeoGNN_hyper3i2ektqv,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,512,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperxxm2xq20,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,1024,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperxh0k1mmx,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,1024,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperl5rd252h,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.0,1024,0.0001
pwc_small_run6crcuvmb_NeoGNN_hypertdewjreg,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,256,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperg2vqk2yk,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,256,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperp5h0slf3,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,256,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperkqof6dez,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,512,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperma2mug4m,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,512,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperb5nhb929,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,512,0.0001
pwc_small_run6crcuvmb_NeoGNN_hypercyxtrffe,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,1024,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperkzrw9q4i,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,1024,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperqx47k8on,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.1,1024,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperkpvrm8ep,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,256,0.01
pwc_small_run6crcuvmb_NeoGNN_hyperg64oo9gp,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,256,0.001
pwc_small_run6crcuvmb_NeoGNN_hyper88hooy8c,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,256,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperrqtmnlot,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,512,0.01
pwc_small_run6crcuvmb_NeoGNN_hyper96gnoydu,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,512,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperd2sbukoq,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,512,0.0001
pwc_small_run6crcuvmb_NeoGNN_hyperxwu8swpx,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,1024,0.01
pwc_small_run6crcuvmb_NeoGNN_hyper8suj1pmv,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,1024,0.001
pwc_small_run6crcuvmb_NeoGNN_hyperau9vobzu,20.0,75.0,90.0,100.0,100.0,100.0,46.32,20.0,75.0,90.0,100.0,100.0,100.0,81.5,82.82,80.0,256,3,2,128,8,0.3,1024,0.0001
Best,20.0,75.0,90.0,100.0,100.0,100.0,46.69,20.0,75.0,90.0,100.0,100.0,100.0,81.75,82.82,80.0,256,3,2,128,8,0.3,1024,0.01
