Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout,sign_dropout
pwc_small_run8mljdctv_ELPH_hypernu83sjmc,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.1,0.3,0.7
pwc_small_run8mljdctv_ELPH_hyperm4ldya7q,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.1,0.5,0.1
pwc_small_run8mljdctv_ELPH_hyper05si75k9,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.1,0.5,0.3
pwc_small_run8mljdctv_ELPH_hyper5ce7w82i,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.1,0.5,0.5
pwc_small_run8mljdctv_ELPH_hyper12nepaji,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.1,0.5,0.7
pwc_small_run8mljdctv_ELPH_hyperagceyo7l,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.1,0.1
pwc_small_run8mljdctv_ELPH_hyper7px5ml61,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.1,0.3
pwc_small_run8mljdctv_ELPH_hyper6wqua8vn,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.1,0.5
pwc_small_run8mljdctv_ELPH_hypervjj97rb6,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.1,0.7
pwc_small_run8mljdctv_ELPH_hyperj4i1iqm1,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.3,0.1
pwc_small_run8mljdctv_ELPH_hyperbwimqe3r,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.3,0.3
pwc_small_run8mljdctv_ELPH_hypermn8nyytg,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.3,0.5
