model,seed,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC
NCNC,0,9.61,44.61,59.91,66.12,78.43,88.04,28.65,9.61,44.61,59.91,66.12,78.43,88.04,97.08,97.18,91.53
MLP-llama,0,0.0,18.7,48.48,74.03,84.0,91.09,23.45,0.0,31.48,60.49,74.03,84.0,91.09,98.02,97.94,92.79
NCN,0,27.73,39.8,65.3,72.16,83.88,89.98,41.39,27.73,39.8,65.3,72.16,83.88,89.98,97.38,97.68,92.26
NCNC,0,41.09,32.0,59.96,70.57,82.06,89.33,48.48,41.09,32.0,59.96,70.57,82.06,89.33,97.18,97.61,92.2
MLP-llama,0,8.38,26.67,47.01,59.73,79.37,89.62,20.21,8.38,26.67,47.01,59.73,79.37,89.62,97.46,97.29,92.56
MLP-llama,0,13.83,29.54,46.83,62.78,74.15,88.75,29.06,13.83,29.54,46.83,62.78,74.15,88.75,97.52,97.31,92.35
MLP-llama,0,0.12,36.28,56.51,64.01,79.37,89.57,21.24,0.12,36.28,56.51,64.01,79.37,89.57,97.49,97.17,92.03
MLP-llama,0,9.73,30.83,47.83,59.55,82.24,90.04,19.2,9.73,30.83,47.83,59.55,82.24,90.04,97.57,97.4,92.2
MLP-llama,0,0.0,40.5,59.91,70.4,83.18,90.56,24.06,0.0,40.5,59.91,70.4,83.18,90.56,97.84,97.53,92.85
MLP-llama,0,7.56,27.84,35.29,64.65,80.6,89.27,34.39,7.56,27.84,35.29,64.65,80.6,89.27,97.67,97.42,92.09
MLP-llama,0,24.09,43.9,60.55,76.14,84.58,92.09,31.06,24.09,43.9,60.55,76.14,84.58,92.09,98.02,98.04,92.79
MLP-llama,0,0.76,17.58,53.05,68.11,80.25,90.21,15.34,0.76,17.58,53.05,68.11,80.25,90.21,97.36,97.1,92.0
MLP-minilm,0,1.82,2.7,7.56,13.01,18.87,28.19,3.96,1.82,2.7,7.56,13.01,18.87,28.19,74.96,75.07,66.85
MLP-bert,0,0.06,0.82,5.33,8.5,14.89,23.45,1.8,0.06,0.82,5.33,8.5,14.89,23.45,67.37,68.86,62.87
MLP-e5-large,0,0.18,0.23,1.58,2.46,6.27,10.9,0.87,0.18,0.23,1.58,2.46,6.27,10.9,58.85,58.53,55.89
MLP-llama,0,5.92,18.41,38.98,56.8,75.73,85.58,17.22,5.92,18.41,38.98,56.8,75.73,85.58,96.54,96.35,90.65
NCN,0,26.49,37.4,55.28,57.15,62.13,67.29,33.69,26.49,37.4,55.28,57.15,62.13,67.29,87.04,90.2,79.54
NCN,1,15.94,32.3,53.87,56.27,60.61,66.41,27.32,15.94,32.3,53.87,56.27,60.61,66.41,86.48,89.69,79.22
NCN,2,21.1,49.77,51.64,57.97,62.54,66.06,35.81,21.1,49.77,51.64,57.97,62.54,66.06,86.49,89.89,77.9
NCN,3,4.87,24.74,52.23,55.1,61.02,66.06,20.53,4.87,24.74,52.23,55.1,61.02,66.06,86.89,89.73,79.31
NCN,4,47.54,51.0,53.63,56.68,62.72,67.06,50.72,47.54,51.0,53.63,56.68,62.72,67.06,87.22,90.36,79.75
NCN,0,25.67,39.51,54.51,56.51,62.49,67.23,32.92,25.67,39.51,54.51,56.51,62.49,67.23,87.02,90.19,79.34
NCN,1,15.94,32.3,54.1,56.39,61.61,66.94,27.33,15.94,32.3,54.1,56.39,61.61,66.94,86.49,89.72,79.22
NCN,2,21.92,49.24,51.64,57.27,61.9,66.18,35.48,21.92,49.24,51.64,57.27,61.9,66.18,86.49,89.9,77.9
NCN,3,8.62,25.09,51.88,55.33,61.08,66.0,20.18,8.62,25.09,51.88,55.33,61.08,66.0,86.85,89.72,79.31
NCN,4,47.54,51.7,54.34,56.8,63.13,67.0,51.58,47.54,51.7,54.34,56.8,63.13,67.0,87.22,90.35,79.75
NCN,0,2.46,43.96,53.05,56.92,62.02,66.53,19.81,2.46,43.96,53.05,56.92,62.02,66.53,86.86,89.88,79.01
NCN,1,3.69,31.95,53.58,55.86,61.14,66.82,18.06,3.69,31.95,53.58,55.86,61.14,66.82,86.31,89.76,79.31
BUDDY,0,9.61,9.85,19.46,28.96,39.1,47.3,12.64,9.61,9.85,19.46,28.96,39.1,47.3,77.68,81.45,54.57
BUDDY,1,6.21,13.66,22.98,28.25,41.62,50.41,11.62,6.21,13.66,22.98,28.25,41.62,50.41,77.09,82.04,53.37
BUDDY,2,6.51,12.6,23.92,28.19,39.8,48.07,10.31,6.51,12.6,23.92,28.19,39.8,48.07,78.06,82.59,63.72
BUDDY,3,9.96,12.43,24.21,31.01,37.05,47.42,13.17,9.96,12.43,24.21,31.01,37.05,47.42,77.6,81.98,56.39
BUDDY,4,5.74,10.38,15.47,25.56,34.06,42.38,8.79,5.74,10.38,15.47,25.56,34.06,42.38,77.52,80.94,57.65
BUDDY,0,7.91,22.57,39.98,48.53,62.6,73.86,19.97,7.91,22.57,39.98,48.53,62.6,73.86,95.03,95.09,86.87
BUDDY,1,11.02,20.11,44.96,49.65,64.36,76.91,25.89,11.02,20.11,44.96,49.65,64.36,76.91,94.87,94.98,53.87
BUDDY,2,18.41,30.25,40.68,52.11,69.75,79.95,22.55,18.41,30.25,40.68,52.11,69.75,79.95,95.57,95.55,80.77
BUDDY,3,14.01,27.02,46.54,48.3,62.72,81.01,22.21,14.01,27.02,46.54,48.3,62.72,81.01,95.54,95.76,86.46
BUDDY,4,1.93,17.23,38.51,47.54,63.19,75.44,13.35,1.93,17.23,38.51,47.54,63.19,75.44,95.33,95.18,65.71
BUDDY,0,4.98,11.37,14.83,21.1,34.58,43.43,9.28,4.98,11.37,14.83,21.1,34.58,43.43,77.79,80.67,51.11
BUDDY,1,1.29,13.48,19.05,28.49,36.05,43.96,9.89,1.29,13.48,19.05,28.49,36.05,43.96,77.32,80.62,50.53
BUDDY,2,5.8,8.73,20.16,26.73,35.76,42.2,10.41,5.8,8.73,20.16,26.73,35.76,42.2,77.87,80.73,70.93
BUDDY,3,11.72,14.01,21.22,26.38,36.75,45.6,14.7,11.72,14.01,21.22,26.38,36.75,45.6,78.98,82.39,54.69
BUDDY,4,0.59,8.91,18.23,22.63,32.83,41.32,6.74,0.59,8.91,18.23,22.63,32.83,41.32,77.69,80.01,54.1
BUDDY,0,7.5,24.03,45.6,55.8,73.51,83.82,31.58,7.5,24.03,45.6,55.8,73.51,83.82,96.5,96.09,50.26
BUDDY,1,18.17,25.26,42.32,61.08,70.05,83.82,23.94,18.17,25.26,42.32,61.08,70.05,83.82,96.39,96.45,50.67
BUDDY,2,30.3,21.57,46.83,66.71,78.78,87.46,36.56,30.3,21.57,46.83,66.71,78.78,87.46,97.15,97.3,53.05
BUDDY,3,20.16,29.43,38.16,52.75,78.08,85.87,24.66,20.16,29.43,38.16,52.75,78.08,85.87,96.98,96.89,69.11
BUDDY,4,19.75,22.22,39.92,60.49,75.32,83.7,26.94,19.75,22.22,39.92,60.49,75.32,83.7,96.31,96.38,67.32
NCN,0,3.63,35.23,61.72,69.75,86.64,93.08,26.27,3.63,35.23,61.72,69.75,86.64,93.08,98.32,98.28,94.17
NCN,1,0.29,28.14,54.1,68.35,86.52,93.14,20.39,0.29,28.14,54.1,68.35,86.52,93.14,97.99,97.85,93.73
NCNC,0,5.86,41.32,50.76,55.69,67.23,71.86,27.89,5.86,41.32,50.76,55.69,67.23,71.86,88.91,91.5,81.92
NCN,2,40.74,49.71,67.06,73.68,86.17,92.32,38.82,40.74,49.71,67.06,73.68,86.17,92.32,98.45,98.44,93.41
NCNC,1,17.94,31.3,42.26,46.83,64.6,67.94,26.26,17.94,31.3,42.26,46.83,64.6,67.94,87.87,90.41,80.83
NCN,3,11.72,34.06,57.97,74.62,86.17,91.91,26.08,11.72,34.06,57.97,74.62,86.17,91.91,98.26,98.24,93.08
NCNC,2,17.94,40.62,50.41,56.92,64.83,69.52,28.38,17.94,40.62,50.41,56.92,64.83,69.52,88.1,90.78,81.57
NCN,4,46.37,57.21,61.08,76.08,86.64,92.73,50.86,46.37,57.21,61.08,76.08,86.64,92.73,98.18,98.31,93.29
NCN,0,8.15,45.66,52.99,57.21,62.19,67.47,21.99,8.15,45.66,52.99,57.21,62.19,67.47,86.94,90.11,78.46
NCNC,3,17.29,34.47,52.11,57.09,63.72,69.99,27.15,17.29,34.47,52.11,57.09,63.72,69.99,87.78,90.57,81.04
NCN,1,13.6,39.62,53.11,56.27,61.43,66.71,29.1,13.6,39.62,53.11,56.27,61.43,66.71,86.43,89.71,78.58
NCNC,4,28.49,41.27,51.47,58.85,67.88,73.74,35.8,28.49,41.27,51.47,58.85,67.88,73.74,89.43,91.87,82.85
NCN,2,22.68,33.82,54.4,57.68,62.31,66.71,38.33,22.68,33.82,54.4,57.68,62.31,66.71,86.45,89.84,78.63
NCN,3,4.75,27.78,51.76,55.74,61.31,65.18,18.7,4.75,27.78,51.76,55.74,61.31,65.18,86.57,89.72,78.69
NCNC,0,9.67,29.66,37.98,44.55,56.68,63.48,19.97,9.67,29.66,37.98,44.55,56.68,63.48,89.13,90.53,81.48
NCN,4,49.71,51.11,53.75,57.62,62.49,66.3,51.16,49.71,51.11,53.75,57.62,62.49,66.3,87.04,90.25,79.78
NCNC,1,14.01,15.59,40.09,46.66,62.49,69.75,20.44,14.01,15.59,40.09,46.66,62.49,69.75,89.23,90.7,82.12
NCN,0,32.42,34.7,53.22,57.15,62.54,67.0,38.29,32.42,34.7,53.22,57.15,62.54,67.0,87.39,90.29,79.13
NCN,1,7.27,37.4,53.34,56.45,61.66,66.71,33.22,7.27,37.4,53.34,56.45,61.66,66.71,86.77,90.08,77.75
NCNC,2,19.99,24.79,40.27,52.29,59.79,73.04,25.64,19.99,24.79,40.27,52.29,59.79,73.04,89.59,91.59,83.62
NCN,2,23.39,48.3,54.75,57.8,62.66,65.94,36.93,23.39,48.3,54.75,57.8,62.66,65.94,86.8,90.13,77.2
NCNC,3,14.83,26.2,33.88,41.38,53.17,67.41,24.86,14.83,26.2,33.88,41.38,53.17,67.41,89.29,91.02,82.39
NCN,3,0.64,30.66,52.11,55.57,60.73,65.77,26.28,0.64,30.66,52.11,55.57,60.73,65.77,86.99,89.96,78.49
NCNC,4,17.41,27.08,41.15,49.88,62.02,68.82,23.1,17.41,27.08,41.15,49.88,62.02,68.82,88.75,90.92,76.93
NCN,4,48.65,51.82,55.57,58.03,62.08,65.59,50.53,48.65,51.82,55.57,58.03,62.08,65.59,86.77,89.95,79.51
NCN,0,0.94,41.38,61.84,73.04,84.11,92.44,23.61,0.94,41.38,61.84,73.04,84.11,92.44,97.86,97.74,92.82
NCNC,0,4.92,26.85,60.43,69.87,84.76,91.85,15.33,4.92,26.85,60.43,69.87,84.76,91.85,97.91,97.98,92.97
NCN,1,0.82,26.14,63.42,74.03,84.0,89.86,20.15,0.82,26.14,63.42,74.03,84.0,89.86,97.49,97.61,91.59
NCN,2,19.11,42.32,68.41,76.67,85.17,92.09,39.87,19.11,42.32,68.41,76.67,85.17,92.09,98.09,98.14,92.85
NCNC,1,18.23,24.09,56.15,71.4,83.94,90.68,28.43,18.23,24.09,56.15,71.4,83.94,90.68,97.63,97.71,92.85
NCN,3,0.88,38.92,61.14,72.57,84.7,89.45,24.18,0.88,38.92,61.14,72.57,84.7,89.45,97.75,97.7,92.41
NCN,4,41.38,51.0,69.58,74.03,83.82,90.09,53.34,41.38,51.0,69.58,74.03,83.82,90.09,97.9,98.07,92.41
NCNC,2,13.54,55.51,61.72,75.91,82.77,91.15,39.31,13.54,55.51,61.72,75.91,82.77,91.15,97.87,97.93,92.82
NCNC,3,1.93,41.44,47.83,69.75,83.12,89.21,18.52,1.93,41.44,47.83,69.75,83.12,89.21,97.64,97.65,92.06
NCNC,4,4.75,25.67,56.27,66.88,81.59,89.39,24.13,4.75,25.67,56.27,66.88,81.59,89.39,97.54,97.41,91.94
NCNC,0,3.93,34.29,53.99,67.06,85.11,93.38,17.74,3.93,34.29,53.99,67.06,85.11,93.38,98.01,97.75,93.67
NCNC,1,2.7,20.16,55.33,67.88,83.0,90.56,18.35,2.7,20.16,55.33,67.88,83.0,90.56,97.48,97.38,92.73
NCNC,2,16.3,36.11,71.75,80.72,86.81,92.85,33.63,16.3,36.11,71.75,80.72,86.81,92.85,98.45,98.28,93.43
NCNC,3,2.11,17.12,43.38,65.12,82.83,90.45,21.88,2.11,17.12,43.38,65.12,82.83,90.45,97.82,97.59,93.23
NCNC,4,33.82,32.24,68.64,73.45,85.64,92.26,44.21,33.82,32.24,68.64,73.45,85.64,92.26,98.09,98.14,93.26
NeoGNN,0,10.96,15.36,31.59,37.22,46.13,52.58,16.31,10.96,15.36,31.59,37.22,46.13,52.58,83.16,85.77,74.56
NeoGNN,1,4.57,28.31,44.84,53.75,67.35,75.38,21.31,4.57,28.31,44.84,53.75,67.35,75.38,92.32,93.62,84.5
NeoGNN,2,22.22,32.18,55.8,62.08,69.52,83.47,31.4,22.22,32.18,55.8,62.08,69.52,83.47,94.82,95.24,89.65
NeoGNN,3,20.28,25.38,35.87,44.26,64.42,77.84,25.48,20.28,25.38,35.87,44.26,64.42,77.84,93.15,93.77,87.49
NeoGNN,4,20.93,28.96,35.58,41.03,55.1,66.76,26.76,20.93,28.96,35.58,41.03,55.1,66.76,89.7,91.08,80.36
ft-MLP-minilm,0,32.0,36.17,57.09,69.81,83.76,89.74,38.68,32.0,36.17,57.09,69.81,83.76,89.74,97.56,97.64,0.0
ft-MLP-minilm,1,12.37,29.89,49.06,57.62,76.73,87.57,23.38,12.37,29.89,49.06,57.62,76.73,87.57,96.85,96.82,0.0
ft-MLP-minilm,2,18.0,38.63,62.6,70.16,81.54,88.34,31.01,18.0,38.63,62.6,70.16,81.54,88.34,97.58,97.61,0.0
ft-MLP-minilm,3,10.9,38.16,57.74,65.83,79.6,89.1,26.09,10.9,38.16,57.74,65.83,79.6,89.1,97.38,97.37,0.0
ft-MLP-minilm,4,19.99,37.28,46.54,66.12,79.37,87.16,30.14,19.99,37.28,46.54,66.12,79.37,87.16,96.9,97.01,0.0
ft-MLP-minilm,0,18.52,23.09,56.1,69.93,83.59,90.39,29.19,18.52,23.09,56.1,69.93,83.59,90.39,97.46,97.53,0.0
ft-MLP-minilm,1,16.35,39.21,45.72,59.5,76.67,85.76,29.77,16.35,39.21,45.72,59.5,76.67,85.76,96.63,96.7,0.0
ft-MLP-minilm,2,14.54,22.04,45.6,64.19,77.43,88.45,23.2,14.54,22.04,45.6,64.19,77.43,88.45,97.03,96.93,0.0
ft-MLP-minilm,3,26.08,31.3,47.77,61.08,76.67,87.81,31.76,26.08,31.3,47.77,61.08,76.67,87.81,96.97,96.99,0.0
ft-MLP-minilm,4,26.08,35.76,51.17,61.37,74.38,85.4,33.8,26.08,35.76,51.17,61.37,74.38,85.4,96.83,96.84,0.0
ft-MLP-minilm,0,16.3,30.54,59.73,67.76,82.83,90.56,27.18,16.3,30.54,59.73,67.76,82.83,90.56,97.48,97.55,0.0
ft-MLP-minilm,1,12.54,28.08,47.07,64.54,77.49,87.69,25.91,12.54,28.08,47.07,64.54,77.49,87.69,97.1,97.09,0.0
ft-MLP-minilm,2,29.48,48.42,62.08,71.92,82.47,90.86,42.05,29.48,48.42,62.08,71.92,82.47,90.86,97.79,97.88,0.0
NeoGNN,0,15.01,21.1,30.83,39.92,48.42,56.39,20.07,15.01,21.1,30.83,39.92,48.42,56.39,85.25,87.06,74.09
NeoGNN,1,11.61,16.3,26.32,35.58,41.62,50.59,15.33,11.61,0.0,26.32,35.58,41.62,50.59,84.97,85.76,73.45
NeoGNN,2,10.96,57.09,61.31,66.76,68.87,74.56,35.21,10.96,57.09,61.31,66.76,68.87,74.56,91.87,93.58,80.54
ft-MLP-minilm,3,19.7,28.08,51.41,62.66,81.54,88.86,29.12,19.7,28.08,51.41,62.66,81.54,88.86,97.57,97.45,0.0
ft-MLP-minilm,4,28.25,32.47,52.46,66.47,78.08,88.8,34.41,28.25,32.47,52.46,66.47,78.08,88.8,97.01,97.12,0.0
