Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_global_dim,dropout,batch_size,gnn_batch_size,lr
arxiv_2023_run5i91b3fq_NeoGNN_hyperp2k97ezk,0.0,28.3,72.77,82.45,86.87,88.59,21.12,0.0,28.3,72.77,82.45,86.87,88.59,94.93,96.02,92.09,128,2,64,64,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperd8ud4wuq,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperafj29trw,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperugljtgmf,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypery8kg5qn6,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypery9o86e2e,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper8aeespiz,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypera5smq2pc,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypervnqt6tkd,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperd02k4aj3,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypergupw44s4,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper0y1paohg,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperwtpwwsbn,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.17,92.47,128,2,64,64,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper2v4qeowd,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,64,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper7tsaiomp,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,64,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper96zb71gu,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,64,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperdv8qirja,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,64,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperu67a4c7i,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,64,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperjofsh61q,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperb28o8clu,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperepk4xw7y,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper97rvnbo7,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperkqy9ylpi,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypere0hc544t,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper4v41v6uj,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperr2d64ebj,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypervp2yjwrf,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypereiujdp6t,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper6stxexd2,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper4xx8y07j,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperr10bxi1l,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperbp0ebawt,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperg2fd7qtu,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperw7vgzt4b,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperor17fady,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypernqx3ehqw,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperpjrmhhdw,0.0,28.3,72.77,81.44,87.37,88.59,21.12,0.0,28.3,72.77,81.44,87.37,88.59,94.93,96.02,91.66,128,2,64,128,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypergpeurqqz,0.0,28.3,72.77,81.44,87.17,88.84,21.12,0.0,28.3,72.77,81.44,87.17,88.84,94.93,96.02,91.66,128,2,64,128,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperkdotvmrx,0.0,28.3,72.77,81.44,87.17,88.84,21.12,0.0,28.3,72.77,81.44,87.17,88.84,94.93,96.02,91.66,128,2,64,128,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper1zjwk5z6,0.0,28.3,72.77,81.44,87.17,88.84,21.12,0.0,28.3,72.77,81.44,87.17,88.84,94.93,96.02,91.66,128,2,64,128,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypero322nei4,0.0,28.3,72.77,81.44,87.17,88.84,21.12,0.0,28.3,72.77,81.44,87.17,88.84,94.93,96.02,91.66,128,2,64,128,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperosrput1g,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper6jqcou7k,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperlv67zmsm,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperm0f69yoq,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypers32mtq7d,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperxgqkjzrf,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperfiamfemn,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypertums08ho,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypervjyc0n58,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,64,128,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperq76ortqp,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypere1ryd0pc,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper0rpmtlzl,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperycpbanay,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypernevf8stg,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperaxv3lztb,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypern7tbc01b,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperzdmf5pew,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper42wp27zu,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperp9zrwsm8,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper8ecqun58,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypers0w3rzdv,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper0qdoukat,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper5cptclsn,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper1tadgagy,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypergvs7ehv0,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper0rwtfh6u,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperjc15jx9z,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper0iv13wgo,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypercw2yzyu7,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperuuxi5sae,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperhll71r1o,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper7xkup0n1,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperxs1oc6m2,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperwwgqacum,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypergbxjp4hq,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypere3bcm71g,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypert9lidnvw,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperk78jskn0,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper6d7nvrgb,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperkviu2iyo,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperw3wnbyz1,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,64,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperkxeqvfsw,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperzi20sp68,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperwmf51hcr,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper5bew3l29,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper772lq6a4,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper17duzdz8,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypernymeykaf,0.0,28.3,66.28,82.61,87.32,88.84,21.12,0.0,28.3,66.28,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypertshjz756,0.0,28.3,53.25,82.61,87.32,88.84,17.85,0.0,28.3,53.25,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper7gzyqiah,0.0,28.3,53.25,82.61,87.32,88.84,17.85,0.0,28.3,53.25,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypergvb3f9g5,0.0,28.3,53.25,82.61,87.32,88.84,17.85,0.0,28.3,53.25,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypersmm1od8f,0.0,28.3,53.25,82.61,87.32,88.84,17.85,0.0,28.3,53.25,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperdja9zyyu,0.0,28.3,53.25,82.61,87.32,88.84,17.85,0.0,28.3,53.25,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper9tuifp4z,0.0,28.3,53.25,82.61,87.32,88.84,17.85,0.0,28.3,53.25,82.61,87.32,88.84,94.93,96.28,92.34,128,2,128,128,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperqdimg46d,0.0,28.3,53.25,82.61,88.03,89.3,17.85,0.0,28.3,53.25,82.61,88.03,89.3,94.93,96.28,92.34,128,2,128,128,0.1,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper2rvm70vb,0.0,28.3,53.25,82.61,88.03,89.3,17.85,0.0,28.3,53.25,82.61,88.03,89.3,94.93,96.28,92.34,128,2,128,128,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypers2lzuy9u,0.0,28.3,53.25,82.61,88.03,89.3,17.85,0.0,28.3,53.25,82.61,88.03,89.3,94.93,96.28,92.34,128,2,128,128,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper5n5ghu7t,0.0,28.3,53.25,82.61,88.03,89.3,17.85,0.0,28.3,53.25,82.61,88.03,89.3,94.93,96.28,92.34,128,2,128,128,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper3wb3uk52,0.0,28.3,53.25,82.61,88.03,89.3,17.85,0.0,28.3,53.25,82.61,88.03,89.3,94.93,96.28,92.34,128,2,128,128,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperfvasfgda,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperkni5sstf,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypersfpd9oeq,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperjdxut7ih,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperefffzvai,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper6s2mnub0,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper5vl90pkt,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper6vyufu3m,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypervlajsq7n,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper3d6t184v,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper7zhhq82h,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperfbjhvqg3,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper2sjydszg,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypersl3x2mk8,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,2,128,128,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperragoc0mg,6.95,27.18,53.25,82.61,88.03,89.3,21.48,6.95,27.18,53.25,82.61,88.03,89.3,94.93,96.27,92.9,128,3,64,64,0.0,512,4096,0.01
