Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_global_dim,dropout,batch_size,gnn_batch_size,lr
arxiv_2023_run5i91b3fq_NeoGNN_hyper7o2b8bqk,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,64,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper9werl93t,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,64,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypernd14xzz4,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,64,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper11vfqoer,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,64,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper42mvh9up,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,64,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperxz3qfny2,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperruaurylr,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper3prs32e2,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper7w49l3ws,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypersr6e72pv,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper46wyjy6v,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperhhy525qf,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypergalhrrsu,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper15xcja5d,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperp95fo7bz,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperei2zluzu,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypertomklr51,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperu7u83x9i,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypereazvvsvt,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypervz65vixx,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperh9muy3ad,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperyw4xdz4l,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperdr9n64i6,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper4n3tzatp,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper7ct2fuft,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperv9tcf1bl,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperpbjj4ku2,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperhmpu3cww,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypera2822fdz,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper2k71h7fz,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypermmnqixnz,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperdytyyjcw,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperjlwobaxa,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypero1h3cd1o,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperiyb752h6,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypera5ek84co,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperx9buh8vc,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,64,128,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperm59fzkuj,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypersi4jt1mk,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperv5nbjs5u,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperjzd7arki,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperenipa23c,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypermwmyqxs0,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperirv6wp50,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperq9vz9g4a,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperacolsaju,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperz7rztcng,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper8u7dh6i4,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperjg6rg0h7,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypert8h0pebc,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper68r74mey,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper31c598h9,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperv16h9twy,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypers0nlpohq,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperd3knv4cl,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper8obzn36m,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper7sfrfhvz,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperyfv3pljk,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper7jbx3bka,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperr28jtw77,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypercdz15dkc,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperoditjnpt,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypermr5gwb6v,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperojo6nzm2,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypere3u87enh,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperqqlrco4q,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypertcxdedf2,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypervppe0pu1,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperi6od5vkr,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,64,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypermhll0mdu,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper8shttgen,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperzl7q4ele,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperem5hg7x6,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperyz5h3q04,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperoljfl4m1,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper550edufa,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperv75p9mvo,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper2s18x97d,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperac0wuf1g,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper2dk0o3cx,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper58koocxa,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper3ju63bda,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperndn8pmsj,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperu3fpfifx,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper8tymji51,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.1,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperypok8k4m,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.3,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypers0xub73i,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.3,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypertacvhk54,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.3,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper9k0b43ti,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.37,95.6,91.73,64,3,128,128,0.3,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperq0bjafmv,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.3,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypercdmv8xpi,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.3,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper549f4y3o,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.3,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperjseqvbg5,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.3,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper8afq0kkn,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper5jbgl6vp,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperac4oefhq,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperc012k8xq,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypera6ta3jwt,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypereye0wtuy,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper1v3hlyj0,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperg94xfrsa,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,64,3,128,128,0.5,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper6vfdp7w4,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperpwm2e194,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyper5fyo0wv6,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperryfxnjrr,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperaufcmtmd,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyper7hgkc3b1,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,1024,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperpql1w2ef,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,1024,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hypergzy8ifqr,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.0,1024,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypergajpdubk,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.1,512,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperdfbonm29,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.1,512,4096,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hypermkzxpoh6,5.17,28.3,43.91,65.26,83.92,88.13,15.42,5.17,28.3,43.91,65.26,83.92,88.13,94.93,96.02,91.73,128,2,64,64,0.1,512,8192,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperc8zdensh,0.0,28.3,72.77,82.45,86.87,88.59,21.12,0.0,28.3,72.77,82.45,86.87,88.59,94.93,96.02,92.09,128,2,64,64,0.1,512,8192,0.001
arxiv_2023_run5i91b3fq_NeoGNN_hyperoswilhsr,0.0,28.3,72.77,82.45,86.87,88.59,21.12,0.0,28.3,72.77,82.45,86.87,88.59,94.93,96.02,92.09,128,2,64,64,0.1,1024,4096,0.01
arxiv_2023_run5i91b3fq_NeoGNN_hyperwezf7ulb,0.0,28.3,72.77,82.45,86.87,88.59,21.12,0.0,28.3,72.77,82.45,86.87,88.59,94.93,96.02,92.09,128,2,64,64,0.1,1024,4096,0.001
