Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,probscale,pt,proboffset,batch_size
pubmed_runjtl8lrd3_NCNC_hyperfqanh4ye,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.0,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperhifhmayb,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.0,0.75,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper50sa2wwq,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperi199h73g,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperz5u68bqg,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper3hn6zsd8,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperzothj93l,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypereb49c8jl,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,1.0,2048
pubmed_runjtl8lrd3_NCNC_hypersnzuj9m5,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,1.0,2048
pubmed_runjtl8lrd3_NCNC_hypertcn41pxk,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,1.0,2048
pubmed_runjtl8lrd3_NCNC_hypervqcjir74,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,1.0,2048
pubmed_runjtl8lrd3_NCNC_hyperlikaq7lf,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,1.0,2048
pubmed_runjtl8lrd3_NCNC_hypersil1rda1,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperce1qc6e5,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperfup35wo0,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperokdy6o3d,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyper1tavkxae,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperz1lhcuwb,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyper5rh6j50y,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyperc2pbt3un,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyperdrvxr9l7,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyper9gfn4lhp,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyperrnqcsv2b,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperp1repm32,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyper7n3udsj3,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperyrc4yyep,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperdj3oi6qt,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperkumb3wmm,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyperlg55fah8,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyper6y9blwbf,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,4.0,2048
pubmed_runjtl8lrd3_NCNC_hypervki41217,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyperof6snvdt,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyperl11y6yxa,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperq75usxsi,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypery53hog62,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper11otgjoa,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperugw60fvz,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperce7vjr9w,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyper6i6e0lgi,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyper6xs6yo15,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperlg08tk1f,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperam7l5k77,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperwf0j73pf,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.0,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperzlxk2e2r,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.1,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperva9w4g3w,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.3,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypere79v093j,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperba4dlnhs,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,0.0,0.75,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper0o3wtsq2,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.0,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper9f8w7n68,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.1,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypery1lwa4x2,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.3,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperjdn3ayfy,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperd5qnn59s,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.75,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper84ul2y0d,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.0,1.0,2048
pubmed_runjtl8lrd3_NCNC_hyperz4xl5tem,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.1,1.0,2048
pubmed_runjtl8lrd3_NCNC_hyperoeeeg8kn,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.3,1.0,2048
pubmed_runjtl8lrd3_NCNC_hypervbyg80qu,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.5,1.0,2048
pubmed_runjtl8lrd3_NCNC_hyperb1zyyxja,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.75,1.0,2048
pubmed_runjtl8lrd3_NCNC_hyperhduvrfci,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.0,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperbe094lwr,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.1,2.0,2048
pubmed_runjtl8lrd3_NCNC_hypere82a8o23,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.3,2.0,2048
pubmed_runjtl8lrd3_NCNC_hypermt1hh3ij,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.5,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperpo22z2fw,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.75,2.0,2048
pubmed_runjtl8lrd3_NCNC_hyperwjwkes28,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.0,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyperkk6yh0bi,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.1,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyper17f9prtx,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.3,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyper2l94aqc7,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.5,2.8,2048
pubmed_runjtl8lrd3_NCNC_hypers53gxqt8,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.75,2.8,2048
pubmed_runjtl8lrd3_NCNC_hyperdb1j062e,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.0,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperaxwkas6l,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.1,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyper5bg2cszh,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.3,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperm2swo0cj,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.5,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperj5f4plv6,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.75,3.0,2048
pubmed_runjtl8lrd3_NCNC_hyperb3lkjz6u,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.0,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyper5vq4l583,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.1,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyperx1zkjok1,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.3,4.0,2048
pubmed_runjtl8lrd3_NCNC_hypergpw6om1q,12.3,40.77,78.07,95.01,98.31,99.19,29.45,12.3,40.77,78.07,95.01,98.31,99.19,99.81,99.78,98.47,5.3,0.5,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyper8zaqaq7t,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.47,5.3,0.75,4.0,2048
pubmed_runjtl8lrd3_NCNC_hyper61ft58t5,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.47,5.3,0.0,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypergvsy8c1e,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.38,5.3,0.1,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperjnmyu1bm,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.38,5.3,0.3,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper7q9wq5h3,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.38,5.3,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper392xdg7p,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.38,5.3,0.75,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyperih4eylx3,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.38,5.3,0.0,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperbqpo20w0,12.3,40.77,78.07,95.01,98.31,99.14,29.45,12.3,40.77,78.07,95.01,98.31,99.14,99.81,99.78,98.38,5.3,0.1,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperwbsga2oc,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.3,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyper0wy1jbwu,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.5,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperojf7wcnv,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.75,5.0,2048
pubmed_runjtl8lrd3_NCNC_hyperq1ucngir,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.0,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypermvkyjtm3,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.1,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypercsmgs0a1,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.3,0.0,2048
pubmed_runjtl8lrd3_NCNC_hypergnaffjmh,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.5,0.0,2048
pubmed_runjtl8lrd3_NCNC_hyper7hh2hjvg,12.3,40.77,78.07,95.01,98.31,99.23,29.45,12.3,40.77,78.07,95.01,98.31,99.23,99.81,99.78,98.38,5.3,0.75,0.0,2048
Best,29.42,40.77,85.81,96.62,98.65,99.28,43.45,29.42,40.77,85.81,96.62,98.65,99.28,99.81,99.78,98.52,5.3,0.75,5.0,2048
