Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_global_dim,dropout,batch_size,gnn_batch_size,lr
pubmed_runrws6ow5d_NeoGNN_hyperl4066xwi,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,64,128,0.5,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperh4qqjtvs,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,64,128,0.5,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperph8n93so,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,64,128,0.5,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hypervp09gqb2,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,64,128,0.5,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperx42mw90n,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,64,128,0.5,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypernkyxmsko,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperoai62v69,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperjfnkprym,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper7qnkr5h6,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperi9ejuwen,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperesr1g4jk,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperl3fgxhja,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hypertrtzdfmw,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.0,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperwpluzutd,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.1,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperh5ixmtto,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.1,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperubnfylbm,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.1,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperab92fzbc,7.49,21.12,51.51,64.19,77.84,89.01,14.75,7.49,21.12,51.51,64.19,77.84,89.01,97.39,97.8,93.83,64,3,128,64,0.1,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyper2ogy6bxg,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.1,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperg08t8nx2,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.1,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper9i9ai9dp,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.1,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper0zpy2tqt,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.1,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypernj1rukoh,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper0nsgrm0s,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperlv8467bp,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperznukk51v,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperh92as6ac,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hypersfmyjbp0,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper2mtclfhv,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperctqd3o29,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.3,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypere0znl3yh,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperihfvgv3b,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper9g4lv67i,7.49,21.12,51.51,64.19,81.11,89.1,14.75,7.49,21.12,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperme1eb9xr,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyper75ccmp6d,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper1odx9h8y,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperv3ogrzpu,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper08zjvkai,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,64,0.5,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypervai00ryx,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperogn7uspu,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperitlqd7u0,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperf794kg82,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperuv6gv0v6,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperq1q805qf,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper02c8i45f,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper2c7p37og,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.0,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperdmvir3la,7.49,18.91,51.51,64.19,81.11,89.1,14.75,7.49,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper5vr4wlwg,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hypers7xcxlhp,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper510ox2dp,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperwr1gnp3o,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperjqwa1de1,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper69cbz151,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hypernwbsoxxv,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.1,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyper2ak1x451,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper0r1wnui7,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper67p0cfhz,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperzndsshn5,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperhxzh3vhz,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hypercvpw9gur,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperaitlbhsr,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperzkbi7824,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.3,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypergjukxnne,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper4y0js8ha,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper3nx21lry,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperezsw8ddb,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperx25e9cb3,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper80816ux8,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperwoknv3ep,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperq7e1wxd6,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,64,3,128,128,0.5,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperq65meyrb,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperqp4ef2s1,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperg1hylq5t,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper6y7ao7qr,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperaasr6m7s,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperoc3bs420,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper9blof68y,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyper5rrzik2v,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.0,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperostof0dm,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperprs3pjxg,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper73xwlmh3,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hypersz4dw0p0,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperhg4rorw3,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper0oc4qbd6,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperlxp637bp,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperkj23bkz1,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.1,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperr76ujzlj,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperwxugwtb9,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperu1xsbjpk,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hypereqltmujb,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyper0vt2392u,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper8u9606za,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hypergs2v803d,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hypersjwmflgh,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.3,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperwk3m0e24,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperr67207rt,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hypernlhgiju5,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperxbrpxt8y,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypers3fw66x6,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperi3gkc0x5,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper2bkx0k3e,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperho4g8hv6,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,64,0.5,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hypern71pxbie,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hypersdnx5rbj,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperldhnbf4m,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperq43fjsg1,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperukiut492,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyper658t9ec2,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper2w01llm0,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hypermtpqd5o8,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.0,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperwohpyryk,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,512,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperdu26c8iz,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,512,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyperj46q5bke,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,512,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperbkug742y,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,512,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyper6ifegew2,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,1024,4096,0.01
pubmed_runrws6ow5d_NeoGNN_hyperpvx4yzw9,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,1024,4096,0.001
pubmed_runrws6ow5d_NeoGNN_hyper3ejrnywv,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,1024,8192,0.01
pubmed_runrws6ow5d_NeoGNN_hyperusk1mn0d,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.1,1024,8192,0.001
pubmed_runrws6ow5d_NeoGNN_hyperzukx3nw1,11.57,18.91,51.51,64.19,81.11,89.1,18.3,11.57,18.91,51.51,64.19,81.11,89.1,97.39,97.8,93.83,128,2,64,128,0.3,512,4096,0.01
