Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,base_lr,batch_size
pwc_small_run<built-in function id>_MLP-minilm_hyperwgcasqj8,70.0,90.0,100.0,100.0,100.0,100.0,81.88,70.0,90.0,100.0,100.0,100.0,100.0,95.0,96.33,77.5,0.0001,1024
pwc_small_run<built-in function id>_MLP-minilm_hyper2p7vlqsh,70.0,90.0,100.0,100.0,100.0,100.0,81.88,70.0,90.0,100.0,100.0,100.0,100.0,95.0,96.33,77.5,0.0001,2048
pwc_small_run<built-in function id>_MLP-minilm_hyperp5knp86d,90.0,95.0,100.0,100.0,100.0,100.0,91.55,90.0,95.0,100.0,100.0,100.0,100.0,95.25,97.8,82.5,0.01,64
pwc_small_run<built-in function id>_MLP-minilm_hypern8kaytmb,90.0,95.0,100.0,100.0,100.0,100.0,91.55,90.0,95.0,100.0,100.0,100.0,100.0,95.25,97.8,82.5,0.01,128
pwc_small_run<built-in function id>_MLP-minilm_hyperz1dk8p37,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.01,256
pwc_small_run<built-in function id>_MLP-minilm_hyperrponr32p,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.01,512
pwc_small_run<built-in function id>_MLP-minilm_hyper6vhn9m8e,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.01,1024
pwc_small_run<built-in function id>_MLP-minilm_hyper2fdbqgf5,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.01,2048
pwc_small_run<built-in function id>_MLP-minilm_hyperdszh8wom,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.001,64
pwc_small_run<built-in function id>_MLP-minilm_hyperqg28g1q2,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.001,128
pwc_small_run<built-in function id>_MLP-minilm_hyper31ewkorc,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.001,256
pwc_small_run<built-in function id>_MLP-minilm_hyperqnj1quu4,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.001,512
