Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,base_lr,batch_size
pwc_small_run<built-in function id>_MLP-e5-large_hypery9q0icjc,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.001,128
pwc_small_run<built-in function id>_MLP-e5-large_hyperixdkcckm,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyperyfzwod9j,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.001,512
pwc_small_run<built-in function id>_MLP-e5-large_hypermuv3zpbg,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyperu0wddn0l,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperwo12unhc,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.0001,64
pwc_small_run<built-in function id>_MLP-e5-large_hyperzklvoqmk,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.0001,128
pwc_small_run<built-in function id>_MLP-e5-large_hyperrq35bath,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.0001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyper0bnvzm77,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.0001,512
pwc_small_run<built-in function id>_MLP-e5-large_hyper6agdzwsi,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.0001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyperfe7qd2ob,30.0,55.0,95.0,100.0,100.0,100.0,42.88,30.0,55.0,95.0,100.0,100.0,100.0,83.25,81.87,75.0,0.0001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyper7oizmmaj,35.0,50.0,95.0,100.0,100.0,100.0,40.98,35.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.01,64
pwc_small_run<built-in function id>_MLP-e5-large_hyperef9enrn3,35.0,50.0,95.0,100.0,100.0,100.0,40.98,35.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.01,128
pwc_small_run<built-in function id>_MLP-e5-large_hyperyvtrpqz7,35.0,50.0,95.0,100.0,100.0,100.0,40.98,35.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.01,256
pwc_small_run<built-in function id>_MLP-e5-large_hyperjpdvxrwd,35.0,50.0,95.0,100.0,100.0,100.0,40.98,35.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.01,512
pwc_small_run<built-in function id>_MLP-e5-large_hypero4r6uhu8,35.0,50.0,95.0,100.0,100.0,100.0,40.98,35.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.01,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyperbw65a0xg,35.0,50.0,95.0,100.0,100.0,100.0,40.98,35.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.01,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperjrc8ujtw,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.001,64
pwc_small_run<built-in function id>_MLP-e5-large_hyperbwlsp4sa,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.001,128
pwc_small_run<built-in function id>_MLP-e5-large_hypert87pz8md,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyperm8gtuty8,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.001,512
pwc_small_run<built-in function id>_MLP-e5-large_hypero7yg5rk5,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyperqa7hv3hz,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperawa30lms,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.0001,64
pwc_small_run<built-in function id>_MLP-e5-large_hyperrmsc7noj,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.0001,128
pwc_small_run<built-in function id>_MLP-e5-large_hyperjq0ukt5p,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.0001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyper6xdir0lv,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.0001,512
pwc_small_run<built-in function id>_MLP-e5-large_hyperbclvuzsj,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.0001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyperv7fa12ru,30.0,50.0,95.0,100.0,100.0,100.0,40.98,30.0,50.0,95.0,100.0,100.0,100.0,85.0,82.59,70.0,0.0001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperwuemtxku,30.0,45.0,95.0,100.0,100.0,100.0,42.55,30.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.01,64
pwc_small_run<built-in function id>_MLP-e5-large_hypernjzsijmv,30.0,45.0,95.0,100.0,100.0,100.0,42.55,30.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.01,128
pwc_small_run<built-in function id>_MLP-e5-large_hyper0ccvfvjg,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.01,256
pwc_small_run<built-in function id>_MLP-e5-large_hyper74wfghiq,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.01,512
pwc_small_run<built-in function id>_MLP-e5-large_hyperadlkius4,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.01,1024
pwc_small_run<built-in function id>_MLP-e5-large_hypern9z4931v,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.01,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyper0zc5w59u,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.001,64
pwc_small_run<built-in function id>_MLP-e5-large_hypereu1m9zrf,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.001,128
pwc_small_run<built-in function id>_MLP-e5-large_hyper6rcsc5va,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyperznzpap0u,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.001,512
pwc_small_run<built-in function id>_MLP-e5-large_hyperwlx2ishx,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyper6yixgmdj,40.0,45.0,95.0,100.0,100.0,100.0,42.55,40.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyper1he5hvo3,45.0,45.0,95.0,100.0,100.0,100.0,42.55,45.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.0001,64
pwc_small_run<built-in function id>_MLP-e5-large_hyperwevek7va,45.0,45.0,95.0,100.0,100.0,100.0,42.55,45.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.0001,128
pwc_small_run<built-in function id>_MLP-e5-large_hypermi8jjxdq,45.0,45.0,95.0,100.0,100.0,100.0,42.55,45.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.0001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyper7s2kgmzy,45.0,45.0,95.0,100.0,100.0,100.0,42.55,45.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.0001,512
pwc_small_run<built-in function id>_MLP-e5-large_hyper1vixt77p,45.0,45.0,95.0,100.0,100.0,100.0,42.55,45.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.0001,1024
