Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout,sign_dropout
arxiv_2023_runkc3jiuz3_ELPH_hyperh9fhwnt2,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperbvb4bqf6,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperx9tp5wr9,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hypery1iqjqwf,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperjf0j6pyv,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperlgjc75rt,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper335jwr56,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperxf7f0afw,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperjki7tuet,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,128,1024,0.0001,3,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperfxrv1epf,30.98,44.26,56.77,65.0,71.18,73.75,36.21,30.98,44.26,56.77,65.0,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper6y5ugfps,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hypertevax3pe,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hypersr4l8l64,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperd2a104rk,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hypert1pmmd5n,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperx04uxf9m,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperno5jy9bg,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper78acw9f6,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,2,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperer9viw4o,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperszqsmejo,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperodypbvea,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperb6dd02u7,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper2gprwvrx,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperwbwwmb4t,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperbzcqcdvl,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperaakgnc5f,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper606m3x9s,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.01,3,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hypert4fej92n,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hypersqt4za6a,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper2voa6ww1,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperuyw3o7ja,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperomqnfgxr,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperdarkah5j,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper3dngwfrn,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper48ez0o0p,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperbddwb4ow,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,2,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperkkzm4vur,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperd7dek40p,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper8h0cvnlk,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper4hw2w0kf,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperl5l1db10,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperh7v4flrf,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper0qnjgxsl,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hypero910czvm,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperbyzoatuk,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.001,3,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperhtyih1vw,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperc4v0v4t6,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperid299ygf,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hypergkxqcrs2,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperm7x0g77s,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperm532pu07,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperpjnsv979,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperucij1ngw,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper4itb25k0,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,2,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperiws6c2dn,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper0cm8mbak,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperfoojsakv,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperi7hwsacw,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hypere8yl8igv,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperx5yfmd36,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperzwudcavx,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperb9fs21sz,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperfajjxnsn,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,512,0.0001,3,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperrbjr56is,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperipk17dzz,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper6eqa4lre,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperu4zylsgb,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper95zzu06z,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperbwogtqlc,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperp29cc6uf,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper8452rn3i,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hypergawp4j4l,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,2,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hypere2rt7o21,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperson7ya1u,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperpidua7nc,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper06d26whd,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper33y7svwx,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperlx8q1v0g,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperdq9fy02z,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperriap992o,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper6nhonp9a,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.01,3,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperokvv7st9,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hypery79x0qd4,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper8afb61xa,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperfqjx83x6,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyper7xajnjdg,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper4trow6p8,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperrv7oodjz,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperl471j9me,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hypert7l7x5my,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,2,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperx2pjm6yx,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperu499vkzj,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperblvohps6,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperrzep1jeb,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperbx17eyoi,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperit2v5gah,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperap8qazs5,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperro5ek6oa,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperkdxhdn9t,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.001,3,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper710a1bq6,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperynwplg4z,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperzgvx26io,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperlrebowqm,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hypers4p9cm8l,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hypere4190noi,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyper1m1grg0i,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperd4k8200s,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperflg52a6s,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,2,0.5,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hypersdswi202,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.1,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperpsxilpxv,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.1,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyperb5txovpt,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.1,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperfjbr8cf6,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.3,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperkowq5xdg,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.3,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper3gy8r45q,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.3,0.5,
arxiv_2023_runkc3jiuz3_ELPH_hyperdhvxnxvn,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.5,0.1,
arxiv_2023_runkc3jiuz3_ELPH_hyperrbyafjdb,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.5,0.3,
arxiv_2023_runkc3jiuz3_ELPH_hyper272tt5kb,30.98,44.26,56.77,59.86,71.18,73.75,36.21,30.98,44.26,56.77,59.86,71.18,73.75,86.6,89.77,57.28,256,1024,0.0001,3,0.5,0.5,
