Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout
pubmed_run84spsww8_ELPH_hyperlz6lb0fa,18.86,27.12,46.93,49.68,56.36,65.88,26.95,18.86,27.12,46.93,49.68,56.36,65.88,91.88,92.69,54.38,128,512,0.01,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperfli7mr2i,19.0,27.12,46.93,44.72,56.36,62.91,27.2,19.0,27.12,46.93,44.72,56.36,62.91,91.88,92.69,54.38,128,512,0.01,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyper0ag9xnmb,19.0,27.12,46.93,44.72,56.36,62.91,27.2,19.0,27.12,46.93,44.72,56.36,62.91,91.88,92.69,54.38,128,512,0.01,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyperaw7pje1s,19.0,27.12,46.93,46.16,56.36,62.91,27.2,19.0,27.12,46.93,46.16,56.36,62.91,93.36,94.11,54.38,128,512,0.01,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyper820one91,19.0,27.12,46.93,46.16,56.36,65.93,27.2,19.0,27.12,46.93,46.16,56.36,65.93,93.36,94.11,54.38,128,512,0.01,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperylihyqzn,19.0,26.71,43.41,46.16,56.36,65.93,27.2,19.0,26.71,43.41,46.16,56.36,65.93,93.32,94.11,54.38,128,512,0.01,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperpi5k0esz,22.16,33.08,44.4,47.29,56.36,65.93,27.62,22.16,33.08,44.4,47.29,56.36,65.93,93.32,94.11,54.38,128,512,0.01,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyperr1vpvy85,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,54.38,128,512,0.01,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyper1lan131h,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,54.38,128,512,0.01,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperi06tcrpj,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,69.4,128,512,0.01,3,0.1,0.1
pubmed_run84spsww8_ELPH_hypericlxdg40,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,69.4,128,512,0.01,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperucasnuha,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,69.4,128,512,0.01,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper1012u93b,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,69.02,128,512,0.01,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperqukrw6f3,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,69.02,128,512,0.01,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyperh7f3evou,22.16,28.61,44.4,47.29,56.36,65.93,27.62,22.16,28.61,44.4,47.29,56.36,65.93,93.32,94.11,66.56,128,512,0.01,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperrle1cqle,22.16,28.61,39.08,47.29,56.36,65.93,27.62,22.16,28.61,39.08,47.29,56.36,65.93,93.32,94.11,66.56,128,512,0.01,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyper3w04hkwd,22.16,28.61,39.08,47.29,56.36,65.93,27.62,22.16,28.61,39.08,47.29,56.36,65.93,93.32,94.11,75.41,128,512,0.01,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyperqc3gijiq,22.16,28.61,39.08,47.29,56.36,65.93,27.62,22.16,28.61,39.08,47.29,56.36,65.93,93.32,94.11,75.41,128,512,0.01,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyperxp3z657s,22.16,28.61,39.08,47.29,56.36,77.75,27.62,22.16,28.61,39.08,47.29,56.36,77.75,96.37,96.11,90.05,128,512,0.001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperovvzrrmp,22.16,28.61,39.08,47.29,56.36,77.75,27.62,22.16,28.61,39.08,47.29,56.36,77.75,96.37,96.11,54.67,128,512,0.001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperk4joy9hy,22.16,28.61,39.08,47.29,56.36,77.75,27.62,22.16,28.61,39.08,47.29,56.36,77.75,96.37,96.11,57.04,128,512,0.001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper3ruulqd0,22.16,28.61,39.08,47.29,56.36,77.44,27.62,22.16,28.61,39.08,47.29,56.36,77.44,97.01,96.34,77.57,128,512,0.001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperpa901wiu,22.16,28.61,39.08,47.29,56.36,77.44,27.62,22.16,28.61,39.08,47.29,56.36,77.44,97.01,96.34,77.57,128,512,0.001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyper4oaeyerf,22.16,28.61,39.08,47.29,56.36,77.44,27.62,22.16,28.61,39.08,47.29,56.36,77.44,97.01,96.34,77.57,128,512,0.001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyper4qfilby2,22.16,28.61,39.08,47.29,71.89,84.03,27.62,22.16,28.61,39.08,47.29,71.89,84.03,97.14,96.94,77.57,128,512,0.001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper8vq1peo3,22.16,28.61,39.08,47.29,71.89,84.03,27.62,22.16,28.61,39.08,47.29,71.89,84.03,97.14,96.94,69.2,128,512,0.001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperb0jlllgy,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyper16xl2eb2,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyper2fsbgn7c,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperks2s6ama,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper07bmoxh5,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyper3ti7ks2r,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyper7vsvyl3b,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperrk3nssza,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperlwixgtqu,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyper0ah5x6wi,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,69.2,128,512,0.001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyperqc8h642q,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperpqe7ogl2,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperyg0hmi5b,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hypertm4ff2o2,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyper4xyncc23,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyper9hveoiht,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyper1yr7rq1u,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper7e77snw2,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hypermw2kssry,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperki5wicav,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperpi3a5qh1,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperg7kpsp1o,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper88iafw6c,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyper85p12giu,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyperdpv7jnps,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyper42x7iaax,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hypernjxuk32e,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyper49nqh4eo,22.16,28.61,39.08,47.29,66.74,84.03,27.62,22.16,28.61,39.08,47.29,66.74,84.03,97.14,96.94,82.49,128,512,0.0001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyper9txzil36,22.16,28.61,39.08,47.11,66.74,84.03,27.62,22.16,28.61,39.08,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.1,0.1
pubmed_run84spsww8_ELPH_hypergef9ys4e,22.16,28.61,39.08,47.11,66.74,84.03,27.62,22.16,28.61,39.08,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyper6qga01zz,22.16,28.61,39.08,47.11,66.74,84.03,27.62,22.16,28.61,39.08,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper2780s33g,19.49,28.61,39.08,47.11,66.74,84.03,26.58,19.49,28.61,39.08,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyper456l4on5,19.49,28.61,39.08,47.11,66.74,84.03,26.58,19.49,28.61,39.08,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.3,0.3
pubmed_run84spsww8_ELPH_hypera5n6ru3f,19.49,29.06,39.08,47.11,66.74,84.03,26.58,19.49,29.06,39.08,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyper5jzwb358,19.49,29.06,44.95,47.11,66.74,84.03,28.47,19.49,29.06,44.95,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper2x549dgq,19.49,29.06,44.95,47.11,66.74,84.03,28.47,19.49,29.06,44.95,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperqjxtn34g,19.49,28.11,44.95,47.11,66.74,84.03,28.47,19.49,28.11,44.95,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperurypex9l,19.49,28.11,44.95,47.11,66.74,84.03,28.47,19.49,28.11,44.95,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperegyhwk1p,19.49,28.11,44.95,47.11,66.74,84.03,28.47,19.49,28.11,44.95,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.1,0.3
pubmed_run84spsww8_ELPH_hypereveghjuh,19.49,28.11,44.95,47.11,66.74,84.03,28.47,19.49,28.11,44.95,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyperuu2huwa5,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperlvof9ojd,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.3,0.3
pubmed_run84spsww8_ELPH_hypertuyb39ak,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperhd4wm288,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperw5tzrtsv,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyper923388ul,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.01,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyperw2ahkmv4,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hypericwii6kl,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperyw3g4llr,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hypere8lihsb1,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperhk305ryx,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperyxgzmhnz,19.49,28.11,33.75,47.11,66.74,84.03,28.47,19.49,28.11,33.75,47.11,66.74,84.03,97.14,96.94,82.49,128,1024,0.001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperrzj1jwm5,19.49,28.11,36.01,47.11,71.89,82.85,28.47,19.49,28.11,36.01,47.11,71.89,82.85,97.33,97.1,82.49,128,1024,0.001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper2dtzsd3a,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperq1bi5oy5,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyper0ndw8pq2,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperk55bw4rb,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperion12suy,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyperpz9tjzjs,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperziovwsmt,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyperg7khiqdq,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hypermtrugmgm,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hypery4y8nvjf,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hypernmceefnn,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hypera5yrbn5k,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyper6u9ilg70,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hypers0p9do31,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper10qyd40k,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperudl0ema8,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperzdx7k411,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hypervkex70tc,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hypereq04u1yq,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperwfsczluq,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperkwynx19f,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperudf5j8t2,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperltgk5y29,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hypervg1uxrnt,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyper0vqieatc,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyper5zz67ur3,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hypervuj8tv4x,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyper2e75thy9,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hypere9ytkhkp,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,128,1024,0.0001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyper2bg9pf0c,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperlg14yedw,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperdwpv0siy,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper0agavgwn,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.3,0.1
pubmed_run84spsww8_ELPH_hypery5a3vvim,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperrpfudnoj,19.49,28.11,36.01,47.11,74.5,84.88,28.47,19.49,28.11,36.01,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyper16hw1yux,19.49,28.11,38.27,47.11,74.5,84.88,28.47,19.49,28.11,38.27,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.5,0.1
pubmed_run84spsww8_ELPH_hypergpkifb54,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyper9c318rm0,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyper7th667rm,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperz7cciwqm,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperyas76z7g,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyperb7q2arcz,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyper2hpjczqe,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyperwud0onmf,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperpat95tx8,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.5,0.1
pubmed_run84spsww8_ELPH_hypervyd165yy,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.5,0.3
