Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout
pubmed_runnr527djb_ELPH_hyper8ipojtfi,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.001,3,0.3,0.1
pubmed_runnr527djb_ELPH_hyperdmdjk8o9,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.001,3,0.3,0.3
pubmed_runnr527djb_ELPH_hyper7bow6m6t,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.001,3,0.3,0.5
pubmed_runnr527djb_ELPH_hyperwqoxvbm2,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.001,3,0.5,0.1
pubmed_runnr527djb_ELPH_hyper0sfyairo,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.001,3,0.5,0.3
pubmed_runnr527djb_ELPH_hypern9en481m,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.001,3,0.5,0.5
pubmed_runnr527djb_ELPH_hyperzqhr3pca,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.1,0.1
pubmed_runnr527djb_ELPH_hyperlngxsuxi,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.1,0.3
pubmed_runnr527djb_ELPH_hyper0ea8fk13,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.1,0.5
pubmed_runnr527djb_ELPH_hyperscq2nduv,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.3,0.1
pubmed_runnr527djb_ELPH_hypera220tkcx,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.3,0.3
pubmed_runnr527djb_ELPH_hyperfl0kpjhg,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.3,0.5
pubmed_runnr527djb_ELPH_hyperxr8vacpr,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.5,0.1
pubmed_runnr527djb_ELPH_hyperk3aqtm0n,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.5,0.3
pubmed_runnr527djb_ELPH_hyperwgfx7lsn,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,2,0.5,0.5
pubmed_runnr527djb_ELPH_hyperymhdvupv,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.1,0.1
pubmed_runnr527djb_ELPH_hyper1v9cpcao,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.1,0.3
pubmed_runnr527djb_ELPH_hyper5f1a7u9h,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.1,0.5
pubmed_runnr527djb_ELPH_hyperxh6xb268,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.3,0.1
pubmed_runnr527djb_ELPH_hyperceg5vj6q,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.3,0.3
pubmed_runnr527djb_ELPH_hyperj28a4svb,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.3,0.5
pubmed_runnr527djb_ELPH_hyper8j9mxr7b,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.5,0.1
pubmed_runnr527djb_ELPH_hypertcy6ccsf,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.5,0.3
pubmed_runnr527djb_ELPH_hyper75qedsek,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,128,1024,0.0001,3,0.5,0.5
pubmed_runnr527djb_ELPH_hyper6fkiwzee,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.1,0.1
pubmed_runnr527djb_ELPH_hyperr41chx8d,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.1,0.3
pubmed_runnr527djb_ELPH_hyper3fqlrca6,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.1,0.5
pubmed_runnr527djb_ELPH_hyperwqt25smr,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.3,0.1
pubmed_runnr527djb_ELPH_hyperspv3gg95,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.3,0.3
pubmed_runnr527djb_ELPH_hyperipfhsmk4,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.3,0.5
pubmed_runnr527djb_ELPH_hyperda46uy63,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.5,0.1
pubmed_runnr527djb_ELPH_hyperufvs9b4g,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.5,0.3
pubmed_runnr527djb_ELPH_hyperfqnr9kjs,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,2,0.5,0.5
pubmed_runnr527djb_ELPH_hyperrmpny3im,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.1,0.1
pubmed_runnr527djb_ELPH_hyperg4m0c6iu,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.1,0.3
pubmed_runnr527djb_ELPH_hyper04hulhjo,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.1,0.5
pubmed_runnr527djb_ELPH_hyper6cejdglc,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.3,0.1
pubmed_runnr527djb_ELPH_hyperc523fcqq,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.3,0.3
pubmed_runnr527djb_ELPH_hyperuvpg9avt,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.3,0.5
pubmed_runnr527djb_ELPH_hypera1swhdry,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.5,0.1
pubmed_runnr527djb_ELPH_hyperwsezlojs,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.5,0.3
pubmed_runnr527djb_ELPH_hyperzhxdwzvr,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.01,3,0.5,0.5
pubmed_runnr527djb_ELPH_hyper25wv1kg6,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.001,2,0.1,0.1
pubmed_runnr527djb_ELPH_hyperj1zmur3t,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.001,2,0.1,0.3
pubmed_runnr527djb_ELPH_hyperypdx1pk0,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.001,2,0.1,0.5
pubmed_runnr527djb_ELPH_hyperv80nynjp,23.42,33.26,46.53,59.25,74.59,83.12,29.79,23.42,33.26,46.53,59.25,74.59,83.12,97.42,97.33,82.96,256,512,0.001,2,0.3,0.1
Best,23.42,33.26,50.41,59.25,74.59,85.24,29.79,23.42,33.26,50.41,59.25,74.59,85.24,97.48,97.33,92.06,512,1024,0.01,3,0.5,0.5
