Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,gnndp,xdp,tdp,gnnedp,predp,preedp,gnnlr,prelr,hiddim,batch_size
arxiv_2023_run<built-in function id>_NCN_hyperjfohb42m,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.001,0.0001,64,512
arxiv_2023_run<built-in function id>_NCN_hyperz6fmcp4r,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.0001,0.001,64,512
arxiv_2023_run<built-in function id>_NCN_hyperfjs8o98b,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.0001,0.0001,64,512
arxiv_2023_run<built-in function id>_NCN_hypervrvu2ho2,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.001,0.001,64,1024
arxiv_2023_run<built-in function id>_NCN_hyper9vxdt0s9,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.001,0.0001,64,1024
arxiv_2023_run<built-in function id>_NCN_hyperbabb2zts,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.0001,0.001,64,1024
arxiv_2023_run<built-in function id>_NCN_hyper70mzoa9n,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.0001,0.0001,64,1024
arxiv_2023_run<built-in function id>_NCN_hypergv3hbmnh,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.001,0.001,64,2048
arxiv_2023_run<built-in function id>_NCN_hyperrnrvqahp,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.001,0.0001,64,2048
arxiv_2023_run<built-in function id>_NCN_hyperxyb41wkv,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.0001,0.001,64,2048
arxiv_2023_run<built-in function id>_NCN_hyper0a7oa91p,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.1,0.0001,0.0001,64,2048
arxiv_2023_run<built-in function id>_NCN_hyperzmt045gu,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.001,64,256
arxiv_2023_run<built-in function id>_NCN_hypert6lh9rl6,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.0001,64,256
arxiv_2023_run<built-in function id>_NCN_hypercandlebu,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.001,64,256
arxiv_2023_run<built-in function id>_NCN_hyperm1fe1fgl,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.0001,64,256
arxiv_2023_run<built-in function id>_NCN_hyper8cauhf80,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.001,64,512
