Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_edge_dim,dropout,batch_size,lr
cora_runafua6nfx_NeoGNN_hyper4t5ngmay,51.29,58.3,71.96,73.06,80.07,93.36,45.73,51.29,58.3,71.96,76.38,80.07,93.36,91.9,93.08,85.98,128,3,128,8,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperyluos3yj,51.29,58.3,71.96,73.06,80.07,93.36,45.73,51.29,58.3,71.96,76.38,80.07,93.36,91.9,93.08,85.98,128,3,128,8,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperbtkvc5er,51.29,58.3,71.96,73.06,80.07,93.36,45.73,51.29,58.3,71.96,76.38,80.07,93.36,91.9,93.08,85.98,128,3,128,8,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperfm923zfz,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperouwhb8j0,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hypert1uvaiqw,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper6z5m9kum,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperv7lklhte,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperhaae161d,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hypersyvqth2b,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyper4kjo77yn,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperaz38o2ae,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperjjdc2emh,51.29,58.3,71.96,73.06,85.24,93.36,45.73,51.29,58.3,71.96,76.38,85.24,93.36,91.9,93.12,85.98,128,3,128,8,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperu82ch4f0,51.29,54.98,71.96,73.06,85.24,93.36,45.73,51.29,54.98,71.96,76.38,85.24,93.36,91.9,93.12,85.61,128,3,64,16,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hypery8cdyol7,51.29,54.98,71.96,73.06,85.24,93.36,45.73,51.29,54.98,71.96,76.38,85.24,93.36,91.9,93.12,85.61,128,3,64,16,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperylm8f273,51.29,54.98,71.96,73.06,85.24,93.36,45.73,51.29,54.98,71.96,76.38,85.24,93.36,91.9,93.12,85.61,128,3,64,16,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperewyvfkry,51.29,54.98,71.96,73.06,85.24,93.36,45.73,51.29,54.98,71.96,76.38,85.24,93.36,91.9,93.12,85.61,128,3,64,16,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hypersjaaukv4,51.29,54.98,71.96,73.06,85.24,93.73,45.73,51.29,54.98,71.96,76.38,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperif3akn19,51.29,54.98,71.96,73.06,85.24,93.73,45.73,51.29,54.98,71.96,76.38,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperonrgx1y9,51.29,54.98,71.96,73.06,85.24,93.73,45.73,51.29,54.98,71.96,76.38,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hypereyzlajpn,51.29,54.98,71.96,73.06,85.24,93.73,45.73,51.29,54.98,71.96,76.38,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperxlfwvh0m,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperdlukg6th,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperbwedx9p4,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperph4kug2b,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyper9oqefo0t,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyper7ybye7s0,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperhdzuce5y,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hypera7de02o4,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperk1zczflo,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperc6641r2k,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,64,16,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperri4ltwmi,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hypera4gaqrjp,51.29,54.98,71.96,77.49,85.24,93.73,45.73,51.29,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperpnh9bzfd,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperel6twrdt,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hypern1t6pfuh,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyper246epnvr,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyper1778jtfk,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyper7bv6ll10,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperzzl7sr40,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyper1pmm807j,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hypersdcris5x,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperof8eangh,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperpvwknlpz,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperz8go8vns,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyper750yz5z8,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyperhfh0jwbc,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.45,93.82,85.61,128,3,128,16,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyper1kwhb0qi,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,128,16,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperthet5has,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,128,16,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperzde9dtzt,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hypervbcr0lak,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperu0u64pjv,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperb2p2qxi0,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperzu29za3s,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperig1rmwsi,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hypere4wn1tus,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperwao12djq,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperub8csiny,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyper06l8p5qa,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hypers8l5gaqb,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper8h6mikoq,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperh6k35ubb,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperpwvd1fxi,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperbnuviyqq,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyperq2ckzx86,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyper9bov304h,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperrbx9q87t,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,64,32,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperqox2g5tw,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper27u7zn0q,29.15,54.98,71.96,77.49,85.24,93.73,46.33,29.15,54.98,71.96,77.49,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hypergs0fw19i,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hypern598dd9r,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyper7cs5mk2h,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperdbwd8ott,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyper7s9r8anm,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperh04nejvu,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperqor42s88,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyper4jmdkvfu,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyper0piqge9o,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperntvuzsyk,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyper0uubl1ox,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperdfq7x9o8,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperlzl5jgsu,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hypernwxgw5u7,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyper69ylhiec,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperrwej04tc,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,128,3,128,32,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hypergkk66zry,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyperfcyjcxxi,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyper9w7qlr3i,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperbk62veis,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperl9xd4hdd,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperhd5s3ibg,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperds8h205s,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperxgs2zhsx,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyper2y7gxxzv,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperxqxxhdjn,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperavdmrt5q,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper5p4jdvv0,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hypergox6g3ed,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyper6qr9gjvg,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperck71b8ga,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hypergu74i3ez,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperkv997rh6,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyper8b6ddj7b,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,8,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperla7bqq6r,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper90o88xv6,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyper9ta8sb4p,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperq2vg2bzd,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperal7n92o3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyper7kacehob,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperohlqv2uy,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperyxalgvnz,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperui5e6ic4,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperib49dnhz,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperxz1zrqlx,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper2byl7to2,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperysste9t7,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperowfvqdxo,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperv79lp3e2,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyperhne8pzzy,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperpubgk5ry,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyper0j3po5ic,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,8,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperepcoyqjg,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper4jjleoz6,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperql2zboqu,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.0,512,0.01
