Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_global_dim,dropout,batch_size,gnn_batch_size,lr
cora_runuol7yvm3_NeoGNN_hypertynlfm44,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.1,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperzms3kd4f,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.1,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperhh26pst4,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperc1xto689,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperfsc9e7zq,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hypery577cisg,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperwpu3gtfn,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperl11u4yb5,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperl0anq513,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperp8mpaizn,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.3,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hypergcohwj3b,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper6b12czpq,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperhgqiw6ph,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper8i0e47mx,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper2fvv761s,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hypertaqrqbsr,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hypert2midu8s,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper9iditjnz,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,64,0.5,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperb1kbhed3,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperx8b0rjd0,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hypers2e5kv4p,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperzf5waxcc,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hypercab91p6e,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper9r9b8amn,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyper8fp4r9v7,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper1m3ghsfa,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.0,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperx122b2gx,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper7iq257k3,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyper5abvt9sv,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperkbxufmyz,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hypernyp6ca74,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper0aualm3u,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperecf6mmoz,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper4bqrfqor,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.1,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hypervj587ftq,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperz6hlrdtx,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperv6tcjfhz,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperaeg4n3py,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperxboshmsn,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper126zy6t4,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperwr2tv80b,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper0c50tjvj,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.3,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperedv8pab3,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperd5ef4eb0,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyper0th7rs1p,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper5434sksd,50.37,66.79,84.5,93.54,93.54,96.13,61.23,50.37,66.79,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperf70q76au,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperjkr2xwu3,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperyr4338d3,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperd3pjqlz2,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,2,128,128,0.5,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperi3xhfr7t,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hypervrus9fjv,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperrjczgaeq,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperyzdpe5ir,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hypernkc8o6gt,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hypere02cpb7d,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperjywedgrz,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperinh5iy5p,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.0,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hypers4eszjwy,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperkwt7b0t1,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hypertkm8xw4l,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperuwjc1zia,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hypervio6eeez,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperjsaub8f5,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperzfnpbepp,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hypereihk4hhy,52.58,79.52,84.5,93.54,93.54,96.13,66.78,52.58,79.52,84.5,93.54,93.54,96.13,97.27,98.08,94.83,128,3,64,64,0.1,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper2etepmz4,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper7o50l0it,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyper1qw7ofzv,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperhmpjsape,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper8ck9ewub,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper2utun51y,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hypervml90maz,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperdazbna2g,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.3,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperqe6f5q2u,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperi7p4lg14,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperkrj8rxs5,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperiogtuj8u,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper2b0hfykn,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperyx571t97,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hypern6z27z3z,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hypermj9ff54c,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,64,0.5,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperl708rg5k,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper3jvhljrr,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperqneo6cjc,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperpykh95lw,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperzxzzai4h,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperi3q4drhu,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperj4ed0eyr,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperr74ylmf2,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.0,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperyb7uotaf,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper9d49l2t9,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hypereq315ymv,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper5h2966yo,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper05maslmm,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperiykkt4zn,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperxojof08t,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperagc7yhw8,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.1,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper861my40r,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper35wkgrac,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hypertpl9j8qe,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hypery2ojnbcz,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperne60cezi,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hypernsodf461,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hypergtw23d71,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hyperdmacmvbi,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.3,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperh1rm3ynr,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperprb5xq88,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyper7r1cth9s,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hypervh1iptep,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyper5xnuepjy,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyperh5r78lb7,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,1024,4096,0.001
cora_runuol7yvm3_NeoGNN_hyper3hx72gl5,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,1024,8192,0.01
cora_runuol7yvm3_NeoGNN_hypersdkva0um,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,64,128,0.5,1024,8192,0.001
cora_runuol7yvm3_NeoGNN_hypernpewf73h,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,128,64,0.0,512,4096,0.01
cora_runuol7yvm3_NeoGNN_hypera6e6qf8k,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,128,64,0.0,512,4096,0.001
cora_runuol7yvm3_NeoGNN_hyperg4evj1f3,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,128,64,0.0,512,8192,0.01
cora_runuol7yvm3_NeoGNN_hyper4sditns8,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,128,64,0.0,512,8192,0.001
cora_runuol7yvm3_NeoGNN_hyperce4qsiid,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,128,64,0.0,1024,4096,0.01
cora_runuol7yvm3_NeoGNN_hyper1bs01meg,52.58,79.52,84.5,93.54,93.54,97.42,66.78,52.58,79.52,84.5,93.54,93.54,97.42,97.27,98.08,94.83,128,3,128,64,0.0,1024,4096,0.001
